Match Number,Name,Role,Captain,Wicketkeeper,Out String,Out Name,Batting Runs,Balls,4s,6s,Strike Rate,Overs,Maidens,Bowling Runs,Wickets,LBW/Bowled,No Balls,Wides,Economy,Catches,Run Outs,Stumpings
7,Jaydev Unadkat,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,47,2,0,0,2,11.80,0,0.0,0
7,Umran Malik,Bowler,0,0,did not bat,,0,0,0,0,0.0,1,0,15,0,0,0,1,15.00,0,0.0,0
7,Kwena Maphaka,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,66,0,0,0,3,16.50,0,0.0,0
7,Hardik Pandya,Allrounder,1,0,c Klaasen b Jaydev Unadkat,Heinrich Klaasen,24,20,1,1,120.00,4,0,46,1,0,0,0,11.50,0,0.0,0
7,Jasprit Bumrah,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,36,0,0,1,1,9.00,0,0.0,0
7,Gerald Coetzee,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,57,1,0,1,6,14.20,0,0.0,0
7,Piyush Chawla,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,34,1,0,0,0,17.00,0,0.0,0
7,Shams Mulani,Allrounder,0,0,did not bat,,0,0,0,0,0.0,2,0,33,0,0,0,2,16.50,0,0.0,0
7,Rohit Sharma,Batter,0,0,c Abhishek Sharma b Cummins,Abhishek Sharma,26,12,1,3,216.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
7,Ishan Kishan,WK-Batter,0,1,c Markram b Shahbaz Ahmed,Aiden Markram,34,13,2,4,261.54,0.0,0,0,0,0,0,0,0.0,0,0.0,0
7,Tilak Varma,Batter,0,0,c Mayank Agarwal b Cummins,Mayank Agarwal,64,34,2,6,188.24,0.0,0,0,0,0,0,0,0.0,0,0.0,0
7,Romario Shepherd,Bowler,0,0,not out,,15,6,2,1,250.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Yashasvi Jaiswal,Batter,0,0,b Mukesh Kumar,Mukesh Kumar,5,7,1,0,71.43,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Mukesh Kumar,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,49,1,1,0,1,12.20,0,0.0,0
8,Jos Buttler,WK-Batter,0,0,lbw b Kuldeep Yadav,Kuldeep Yadav,11,16,0,0,68.75,0.0,0,0,0,0,0,0,0.0,1,0.0,0
8,Kuldeep Yadav,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,41,1,1,0,2,10.20,0,0.0,0
8,Sanju Samson,WK-Batter,0,0,c Pant b Khaleel Ahmed,Rishabh Pant,15,14,3,0,107.14,0.0,0,0,0,0,0,0,0.0,2,0.0,0
8,Rishabh Pant,WK-Batter,0,0,c Samson b Chahal,Sanju Samson,28,26,2,1,107.69,0.0,0,0,0,0,0,0,0.0,1,0.0,0
8,Riyan Parag,Allrounder,0,0,not out,,84,45,7,6,186.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Ravichandran Ashwin,Allrounder,0,0,c Tristan Stubbs b Axar,Tristan Stubbs,29,19,0,3,152.63,3,0,30,0,0,0,1,10.00,0,0.0,0
8,Tristan Stubbs,WK-Batter,0,0,not out,,44,23,2,3,191.30,0.0,0,0,0,0,0,0,0.0,1,0.0,0
8,Dhruv Jurel,WK-Batter,0,0,b Nortje,Anrich Nortje,20,12,3,0,166.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Anrich Nortje,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,48,1,1,0,0,12.00,0,0.0,0
8,Shimron Hetmyer,Batter,0,0,not out,,14,7,1,1,200.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Trent Boult,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,29,0,0,0,0,9.70,0,0.0,0
8,Yuzvendra Chahal,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,19,2,0,0,0,6.30,0,0.0,0
8,Sandeep Sharma,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,36,0,0,0,2,9.00,1,0.0,0
8,Avesh Khan,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,29,1,0,0,1,7.20,0,0.0,0
8,Nandre Burger,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,29,2,1,0,0,9.70,0,0.0,0
8,Khaleel Ahmed,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,24,1,0,0,2,6.00,0,0.0,0
8,Axar Patel,Allrounder,0,0,not out,,15,13,1,0,115.38,4,0,21,1,0,0,0,5.20,0,0.0,0
8,David Warner,Batter,0,0,c Sandeep Sharma b Avesh Khan,Sandeep Sharma,49,34,5,3,144.12,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Mitchell Marsh,Allrounder,0,0,b Nandre Burger,Nandre Burger,23,12,5,0,191.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Ricky Bhui,Batter,0,0,c Samson b Nandre Burger,Sanju Samson,0,2,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Abishek Porel,WK-Batter,0,0,c Jos Buttler b Chahal,Jos Buttler,9,10,0,0,90.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
8,Sumit Kumar,Allrounder,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Virat Kohli,Batter,0,0,not out,,83,59,4,4,140.68,0.0,0,0,0,0,0,0,0.0,1,0.0,0
9,Faf du Plessis,Batter,1,0,c Starc b Harshit Rana,Mitchell Starc,8,6,0,1,133.33,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Mitchell Starc,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,47,0,0,0,1,11.80,1,0.0,0
9,Cameron Green,Allrounder,0,0,b Russell,Andre Russell,33,21,4,2,157.14,1,0,7,0,0,0,0,7.00,1,0.0,0
9,Andre Russell,Allrounder,0,0,did not bat,,0,0,0,0,0.0,4,0,29,2,1,0,1,7.20,0,0.0,0
9,Glenn Maxwell,Allrounder,0,0,c Rinku Singh b Narine,Rinku Singh,28,19,3,1,147.37,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Rinku Singh,Batter,0,0,not out,,5,5,0,0,100.00,0.0,0,0,0,0,0,0,0.0,2,0.0,0
9,Rajat Patidar,Batter,0,0,c Rinku Singh b Russell,Rinku Singh,3,4,0,0,75.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Anuj Rawat,WK-Batter,0,1,c Salt b Harshit Rana,Philip Salt,3,3,0,0,100.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Philip Salt,WK-Batter,0,1,c Green b Vijaykumar Vyshak,Cameron Green,30,20,2,2,150.00,0.0,0,0,0,0,0,0,0.0,1,1.0,0
9,Dinesh Karthik,WK-Batter,0,0,run out (Salt),Philip Salt,20,8,0,3,250.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Alzarri Joseph,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,34,0,0,0,0,17.00,0,0.0,0
9,Mayank Dagar,Bowler,0,0,did not bat,,0,0,0,0,0.0,2.5,0,23,1,1,0,0,8.10,0,0.0,0
9,Mohammed Siraj,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,46,0,0,0,2,15.30,0,0.0,0
9,Yash Dayal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,46,1,0,0,6,11.50,0,0.0,0
9,Vijaykumar Vyshak,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,23,1,0,0,0,5.80,0,0.0,0
9,Harshit Rana,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,39,2,0,0,1,9.80,0,0.0,0
9,Anukul Roy,Allrounder,0,0,did not bat,,0,0,0,0,0.0,2,0,6,0,0,0,0,3.00,0,0.0,0
9,Sunil Narine,Allrounder,0,0,b Mayank Dagar,Mayank Dagar,47,22,2,5,213.64,4,0,40,1,0,0,0,10.00,0,0.0,0
9,Varun Chakaravarthy,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,20,0,0,0,0,10.00,0,0.0,0
9,Venkatesh Iyer,Allrounder,0,0,c Kohli b Yash Dayal,Virat Kohli,50,30,3,4,166.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Shreyas Iyer,Batter,1,0,not out,,39,24,2,2,162.50,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Ramandeep Singh,Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
9,Angkrish Raghuvanshi,Allrounder,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
10,Quinton de Kock,WK-Batter,0,1,c Jitesh Sharma b Arshdeep Singh,Jitesh Sharma,54,38,5,2,142.11,0.0,0,0,0,0,0,0,0.0,1,0.0,0
10,Jitesh Sharma,WK-Batter,0,1,c Naveen-ul-Haq b Mayank Yadav,Naveen-ul-Haq,6,9,1,0,66.67,0.0,0,0,0,0,0,0,0.0,1,0.0,0
10,KL Rahul,WK-Batter,0,0,c Bairstow b Arshdeep Singh,Jonny Bairstow,15,9,1,1,166.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
10,Jonny Bairstow,WK-Batter,0,0,c Stoinis b Mayank Yadav,Marcus Stoinis,42,29,3,3,144.83,0.0,0,0,0,0,0,0,0.0,2,0.0,0
10,Devdutt Padikkal,Batter,0,0,c Dhawan b Sam Curran,Shikhar Dhawan,9,6,2,0,150.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
10,Shikhar Dhawan,Batter,1,0,c de Kock b Mohsin Khan,Quinton de Kock,70,50,7,3,140.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
10,Marcus Stoinis,Allrounder,0,0,b Rahul Chahar,Rahul Chahar,19,12,0,2,158.33,0.0,0,0,0,0,0,0,0.0,1,0.0,0
10,Rahul Chahar,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,42,1,1,0,0,14.00,0,0.0,0
10,Nicholas Pooran,WK-Batter,1,0,b Rabada,Kagiso Rabada,42,21,3,3,200.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
10,Kagiso Rabada,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,38,1,1,0,0,9.50,0,0.0,0
10,Ayush Badoni,Allrounder,0,0,c Bairstow b Sam Curran,Jonny Bairstow,8,10,0,0,80.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
10,Krunal Pandya,Allrounder,0,0,not out,,43,22,4,2,195.45,3,0,26,0,0,0,0,8.70,0,0.0,0
10,Ravi Bishnoi,Bowler,0,0,c (sub)T Thyagarajan b Sam Curran,,0,1,0,0,0.00,3,0,25,0,0,0,0,8.30,0,0.0,0
10,Mohsin Khan,Bowler,0,0,run out (Harshal Patel),Harshal Patel,2,1,0,0,200.00,4,0,34,2,0,0,1,8.50,0,0.0,0
10,Harshal Patel,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,45,0,0,0,4,11.20,0,1.0,0
10,Naveen-ul-Haq,Bowler,0,0,not out,,0,0,0,0,0.00,4,0,43,0,0,0,1,10.80,2,0.0,0
10,Mayank Yadav,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,27,3,0,0,0,6.80,0,0.0,0
10,Manimaran Siddharth,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,21,0,0,0,0,10.50,0,0.0,0
10,Sam Curran,Allrounder,0,0,c Pooran b Mohsin Khan,Nicholas Pooran,0,1,0,0,0.00,4,0,28,3,0,0,0,7.00,0,0.0,0
10,Arshdeep Singh,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,30,2,0,0,1,10.00,0,0.0,0
10,Harpreet Brar,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,14,0,0,0,0,7.00,0,0.0,0
10,Prabhsimran Singh,WK-Batter,0,0,c Naveen-ul-Haq b Mayank Yadav,Naveen-ul-Haq,19,7,1,2,271.43,0.0,0,0,0,0,0,0,0.0,0,0.0,0
10,Liam Livingstone,Allrounder,0,0,not out,,28,17,2,2,164.71,0.0,0,0,0,0,0,0,0.0,0,0.0,0
10,Shashank Singh,Batter,0,0,not out,,9,7,1,0,128.57,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,Mayank Agarwal,Batter,0,0,c Darshan Nalkande b Azmatullah,Darshan Nalkande,16,17,2,0,94.12,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,Darshan Nalkande,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,18,0,0,0,1,9.00,1,0.0,0
11,Travis Head,Batter,0,0,b Noor Ahmad,Noor Ahmad,19,14,3,0,135.71,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,Noor Ahmad,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,32,1,1,0,0,8.00,0,0.5,0
11,Abhishek Sharma,Allrounder,0,0,c Shubman Gill b Mohit Sharma,Shubman Gill,29,20,2,2,145.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
11,Shubman Gill,Batter,1,0,c Abdul Samad b Markande,Abdul Samad,36,28,2,1,128.57,0.0,0,0,0,0,0,0,0.0,1,0.0,0
11,Aiden Markram,Batter,0,0,c Rashid Khan b Umesh,Rashid Khan,17,19,0,0,89.47,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,Rashid Khan,Allrounder,0,0,did not bat,,0,0,0,0,0.0,4,0,33,1,1,0,0,8.20,2,0.0,0
11,Heinrich Klaasen,WK-Batter,0,1,b Rashid Khan,Rashid Khan,24,13,1,2,184.62,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,Shahbaz Ahmed,Allrounder,0,0,c Rahul Tewatia b Mohit Sharma,Rahul Tewatia,22,20,1,1,110.00,2,0,20,1,0,0,0,10.00,0,0.0,0
11,Rahul Tewatia,Allrounder,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0.0,0
11,Abdul Samad,Batter,0,0,run out (Noor Ahmad/W Saha),Noor Ahmad/Wriddhiman Saha,29,14,3,1,207.14,0.0,0,0,0,0,0,0,0.0,1,0.0,0
11,Wriddhiman Saha,WK-Batter,0,1,c Cummins b Shahbaz Ahmed,Pat Cummins,25,13,1,2,192.31,0.0,0,0,0,0,0,0,0.0,0,0.5,0
11,Washington Sundar,Allrounder,0,0,c Rashid Khan b Mohit Sharma,Rashid Khan,0,1,0,0,0.00,3,0,27,0,0,0,0,9.00,0,0.0,0
11,Pat Cummins,Bowler,1,0,not out,,2,2,0,0,100.00,4,0,28,1,0,0,1,7.00,1,0.0,0
11,Bhuvneshwar Kumar,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,27,0,0,0,1,6.80,0,0.0,0
11,Mayank Markande,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,33,1,0,0,2,11.00,0,0.0,0
11,Jaydev Unadkat,Bowler,0,0,did not bat,,0,0,0,0,0.0,3.1,0,33,0,0,0,0,10.40,0,0.0,0
11,Azmatullah Omarzai,Allrounder,0,0,did not bat,,0,0,0,0,0.0,3,0,24,1,0,0,1,8.00,0,0.0,0
11,Umesh Yadav,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,28,1,0,0,0,9.30,0,0.0,0
11,Mohit Sharma,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,25,3,0,0,0,6.20,0,0.0,0
11,Sai Sudharsan,Batter,0,0,c Abhishek Sharma b Cummins,Abhishek Sharma,45,36,4,1,125.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,David Miller,Batter,0,0,not out,,44,27,4,2,162.96,0.0,0,0,0,0,0,0,0.0,0,0.0,0
11,Vijay Shankar,Allrounder,0,0,not out,,14,11,2,0,127.27,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,Prithvi Shaw,Batter,0,0,c Dhoni b Ravindra Jadeja,MS Dhoni,43,27,4,2,159.26,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,MS Dhoni,WK-Batter,0,1,not out,,37,16,4,3,231.25,0.0,0,0,0,0,0,0,0.0,1,0.0,0
12,David Warner,Batter,0,0,c Matheesha Pathirana b Mustafizur,Matheesha Pathirana,52,35,5,3,148.57,0.0,0,0,0,0,0,0,0.0,1,0.0,0
12,Matheesha Pathirana,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,31,3,2,0,2,7.80,1,0.0,0
12,Rishabh Pant,WK-Batter,0,0,c Ruturaj Gaikwad b Matheesha Pathirana,Ruturaj Gaikwad,51,32,4,3,159.38,0.0,0,0,0,0,0,0,0.0,1,0.0,0
12,Ruturaj Gaikwad,Batter,1,0,c Pant b Khaleel Ahmed,Rishabh Pant,1,2,0,0,50.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
12,Mitchell Marsh,Allrounder,0,0,b Matheesha Pathirana,Matheesha Pathirana,18,12,2,1,150.00,1,0,14,0,0,0,1,14.00,0,0.0,0
12,Tristan Stubbs,WK-Batter,0,0,b Matheesha Pathirana,Matheesha Pathirana,0,2,0,0,0.00,0.0,0,0,0,0,0,0,0.0,2,0.0,0
12,Axar Patel,Allrounder,0,0,not out,,7,8,0,0,87.50,3,0,20,1,0,0,0,6.70,1,0.0,0
12,Abishek Porel,WK-Batter,0,0,not out,,9,6,1,0,150.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,Anrich Nortje,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,43,0,0,0,1,10.80,0,0.0,0
12,Mukesh Kumar,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,21,3,0,0,1,7.00,0,0.0,0
12,Ishant Sharma,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,23,0,0,1,1,7.70,0,0.0,0
12,Khaleel Ahmed,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,1,21,2,0,0,4,5.20,1,0.0,0
12,Rasikh Dar Salam,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,25,0,0,0,0,12.50,0,0.0,0
12,Deepak Chahar,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,42,0,0,0,0,10.50,0,0.0,0
12,Tushar Deshpande,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,24,0,0,0,2,6.00,0,0.0,0
12,Mustafizur Rahman,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,47,1,0,2,1,11.80,0,0.0,0
12,Ravindra Jadeja,Allrounder,0,0,not out,,21,17,2,0,123.53,4,0,43,1,0,0,0,10.80,0,0.0,0
12,Rachin Ravindra,Allrounder,0,0,c Tristan Stubbs b Khaleel Ahmed,Tristan Stubbs,2,12,0,0,16.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,Ajinkya Rahane,Batter,0,0,c Warner b Mukesh Kumar,David Warner,45,30,5,2,150.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,Daryl Mitchell,Allrounder,0,0,c and b Axar,Axar Patel,34,26,1,2,130.77,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,Shivam Dube,Allrounder,0,0,c Tristan Stubbs b Mukesh Kumar,Tristan Stubbs,18,17,1,0,105.88,0.0,0,0,0,0,0,0,0.0,0,0.0,0
12,Sameer Rizvi,Batter,0,0,c Khaleel Ahmed b Mukesh Kumar,Khaleel Ahmed,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Ishan Kishan,WK-Batter,0,1,c Samson b Nandre Burger,Sanju Samson,16,14,2,1,114.29,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Sanju Samson,WK-Batter,0,0,b Akash Madhwal,Akash Madhwal,12,10,3,0,120.00,0.0,0,0,0,0,0,0,0.0,2,0.0,0
13,Rohit Sharma,Batter,0,0,c Samson b Boult,Sanju Samson,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Naman Dhir,Batter,0,0,lbw b Boult,Trent Boult,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Trent Boult,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,22,3,1,0,1,5.50,1,0.0,0
13,Dewald Brevis,Batter,0,0,c Nandre Burger b Boult,Nandre Burger,0,1,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Nandre Burger,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,32,2,0,0,1,8.00,1,0.0,0
13,Tilak Varma,Batter,0,0,c Ashwin b Chahal,Ravichandran Ashwin,32,29,0,2,110.34,0.0,0,0,0,0,0,0,0.0,1,0.0,0
13,Ravichandran Ashwin,Allrounder,0,0,c Tilak Varma b Akash Madhwal,Tilak Varma,16,16,1,0,100.00,4,0,27,0,0,0,1,6.80,1,0.0,0
13,Hardik Pandya,Allrounder,1,0,c (sub)Rovman Powell b Chahal,,34,21,6,0,161.90,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Piyush Chawla,Bowler,0,0,c Hetmyer b Avesh Khan,Shimron Hetmyer,3,6,0,0,50.00,3,0,18,0,0,0,0,6.00,1,0.0,0
13,Shimron Hetmyer,Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,2,0.0,0
13,Tim David,Batter,0,0,c Boult b Nandre Burger,Trent Boult,17,24,1,0,70.83,0.0,0,0,0,0,0,0,0.0,1,0.0,0
13,Gerald Coetzee,Bowler,0,0,c Hetmyer b Chahal,Shimron Hetmyer,4,9,0,0,44.44,2.3,0,36,0,0,0,0,14.40,0,0.0,0
13,Jasprit Bumrah,Bowler,0,0,not out,,8,9,1,0,88.89,4,0,26,0,0,0,9,6.50,0,0.0,0
13,Akash Madhwal,Bowler,0,0,not out,,4,5,0,0,80.00,4,0,20,3,1,0,1,5.00,0,0.0,0
13,Kwena Maphaka,Bowler,0,0,did not bat,,0,0,0,0,0.0,2,0,23,1,0,0,0,11.50,0,0.0,0
13,Avesh Khan,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,30,1,0,0,1,7.50,0,0.0,0
13,Yuzvendra Chahal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,11,3,0,0,0,2.80,0,0.0,0
13,Yashasvi Jaiswal,Batter,0,0,c Tim David b Kwena Maphaka,Tim David,10,6,2,0,166.67,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Jos Buttler,WK-Batter,0,0,c Chawla b Akash Madhwal,Piyush Chawla,13,16,2,0,81.25,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Riyan Parag,Allrounder,0,0,not out,,54,39,5,3,138.46,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Shubham Dubey,Batter,0,0,not out,,8,6,1,0,133.33,0.0,0,0,0,0,0,0,0.0,0,0.0,0
13,Dhruv Jurel,WK-Batter,0,0,did not bat,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0
14,Quinton de Kock,WK-Batter,0,0,c Mayank Dagar b R Topley,Mayank Dagar,81,56,8,5,144.64,0.0,0,0,0,0,0,0,0.0,0,0.0,0
14,Mayank Dagar,Bowler,0,0,run out (Pooran),Nicholas Pooran,0,1,0,0,0.00,2,0,23,0,0,0,5,11.50,3,0.0,0
14,KL Rahul,WK-Batter,0,0,c Mayank Dagar b Maxwell,Mayank Dagar,20,14,0,2,142.86,0.0,0,0,0,0,0,0,0.0,1,0.0,0
14,Devdutt Padikkal,Batter,0,0,c Anuj Rawat b Siraj,Anuj Rawat,6,11,0,0,54.55,0.0,0,0,0,0,0,0,0.0,3,1.0,0
14,Anuj Rawat,WK-Batter,0,1,c Padikkal b Stoinis,Devdutt Padikkal,11,21,0,0,52.38,0.0,0,0,0,0,0,0,0.0,1,0.0,0
14,Marcus Stoinis,Allrounder,0,0,c Mayank Dagar b Maxwell,Mayank Dagar,24,15,1,2,160.00,1,0,9,1,0,0,5,9.00,0,0.0,0
14,Nicholas Pooran,WK-Batter,0,0,not out,,40,21,1,5,190.48,0.0,0,0,0,0,0,0,0.0,3,1.0,0
14,Ayush Badoni,Allrounder,0,0,c du Plessis b Yash Dayal,Faf du Plessis,0,3,0,0,0.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
14,Faf du Plessis,Batter,1,0,run out (Padikkal),Devdutt Padikkal,19,13,3,0,146.15,0.0,0,0,0,0,0,0,0.0,1,0.0,0
14,Krunal Pandya,Allrounder,0,0,not out,,0,0,0,0,0.00,1,0,10,0,0,0,0,10.00,0,0.0,0
14,Ravi Bishnoi,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,33,0,0,0,2,11.00,0,0.0,0
14,Yash Thakur,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,38,1,0,0,0,9.50,0,0.0,0
14,Naveen-ul-Haq,Bowler,0,0,did not bat,,0,0,0,0,0.0,3.4,0,25,2,0,0,1,6.80,0,0.0,0
14,Mayank Yadav,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,14,3,1,0,0,3.50,0,0.0,0
14,Manimaran Siddharth,Bowler,0,0,did not bat,,0,0,0,0,0.0,3,0,21,1,0,0,0,7.00,0,0.0,0
14,Reece Topley,Bowler,0,0,not out,,3,6,0,0,50.00,4,0,39,1,0,0,1,9.80,0,0.0,0
14,Yash Dayal,Bowler,0,0,did not bat,,0,0,0,0,0.0,4,0,24,1,0,0,0,6.00,0,0.0,0
14,Mohammed Siraj,Bowler,0,0,c Pooran b Naveen-ul-Haq,Nicholas Pooran,12,8,0,2,150.00,4,0,47,1,0,0,3,11.80,0,0.0,0
14,Glenn Maxwell,Allrounder,0,0,c Pooran b Mayank Yadav,Nicholas Pooran,0,2,0,0,0.00,4,0,23,2,0,0,1,5.80,0,0.0,0
14,Cameron Green,Allrounder,0,0,b Mayank Yadav,Mayank Yadav,9,9,1,0,100.00,2,0,25,0,0,0,0,12.50,0,0.0,0
14,Virat Kohli,Batter,0,0,c Padikkal b M Siddharth,Devdutt Padikkal,22,16,2,1,137.50,0.0,0,0,0,0,0,0,0.0,0,0.0,0
14,Rajat Patidar,Batter,0,0,c Padikkal b Mayank Yadav,Devdutt Padikkal,29,21,2,2,138.10,0.0,0,0,0,0,0,0,0.0,0,0.0,0
14,Mahipal Lomror,Allrounder,0,0,c Pooran b Yash Thakur,Nicholas Pooran,33,13,3,3,253.85,0.0,0,0,0,0,0,0,0.0,0,0.0,0
14,Dinesh Karthik,WK-Batter,0,0,c Rahul b Naveen-ul-Haq,KL Rahul,4,8,0,0,50.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
15,Philip Salt,WK-Batter,0,1,c Tristan Stubbs b Nortje,Tristan Stubbs,18,12,4,0,150.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
15,Tristan Stubbs,WK-Batter,0,0,c Starc b Chakaravarthy,Mitchell Starc,54,32,4,4,168.75,0.0,0,0,0,0,0,0,0.0,2,0.0,0
15,Sunil Narine,Allrounder,0,0,c Pant b Mitchell Marsh,Rishabh Pant,85,39,7,7,217.95,4,0,29,1,0,0,0,7.20,1,0.0,0
15,Rishabh Pant,WK-Batter,0,0,c Shreyas Iyer b Chakaravarthy,Shreyas Iyer,55,25,4,5,220.00,0.0,0,0,0,0,0,0,0.0,1,0.0,0
15,Angkrish Raghuvanshi,Allrounder,0,0,c Ishant b Nortje,Ishant Sharma,54,27,5,3,200.00,0.0,0,0,0,0,0,0,0.0,0,0.0,0
15,Ishant Sharma,Bowler,0,0,not out,,1,3,0,0,33.33,3,0,43,2,1,0,0,14.30,1,0.0,0
15,Andre Russell,Allrounder,0,0,b Ishant,Ishant Sharma,41,19,4,3,215.79,1.2,0,14,1,0,0,0,10.50,0,0.0,0
